id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,analysis_type
ukb-b-5779,ieu-a-961,Smoking,Alcohol,Weighted median,67,1.48325976,0.746716545,0.046991599,Network
ukb-b-5779,ieu-a-961,Smoking,Alcohol,Inverse variance weighted,67,0.98183081,0.494297092,0.046998116,Network
ukb-b-5779,ieu-a-961,Smoking,Alcohol,Simple mode,67,1.665768162,1.479567418,0.264307114,Network
ukb-b-5779,ieu-a-961,Smoking,Alcohol,Weighted mode,67,1.752296537,1.210576581,0.152493485,Network
ukb-b-5779,ieu-a-1239,Education,Alcohol,MR Egger intercept,95,-0.003386426,0.00335503,0.315421957,Network
ukb-b-5779,ieu-a-1239,Education,Alcohol,MR Egger,95,0.052048581,0.060865696,0.39467232,Network
ukb-b-5779,ieu-a-1239,Education,Alcohol,Weighted median,95,-0.104254186,0.022247411,2.78E-06,Network
ukb-b-5779,ieu-a-1239,Education,Alcohol,Inverse variance weighted,95,-0.19472278,0.028487799,8.18E-12,Network
ukb-b-5779,ieu-a-1239,Education,Alcohol,Simple mode,95,-0.22366259,0.061898356,0.000487805,Network
ukb-b-5779,ieu-a-1239,Education,Alcohol,Weighted mode,95,0.07581518,0.019096715,0.000140529,Network
ukb-b-5779,ukb-b-19953,BMI,Alcohol,MR Egger intercept,99,0.010291114,0.002936824,0.000694822,Network
ukb-b-5779,ukb-b-19953,BMI,Alcohol,MR Egger,99,-0.126297354,0.111119826,0.258511094,Network
ukb-b-5779,ukb-b-19953,BMI,Alcohol,Weighted median,99,0.065649298,0.024279642,0.006853452,Network
ukb-b-5779,ukb-b-19953,BMI,Alcohol,Inverse variance weighted,99,0.215436583,0.051581057,2.96E-05,Network
ukb-b-5779,ukb-b-19953,BMI,Alcohol,Simple mode,99,0.12494569,0.044335709,0.005843108,Network
ukb-b-5779,ukb-b-19953,BMI,Alcohol,Weighted mode,99,-0.104475908,0.023867492,3.01E-05,Network
ukb-b-5779,ukb-b-5238,Intelligence,Alcohol,MR Egger intercept,99,0.000498704,0.003431071,0.884736597,Network
ukb-b-5779,ukb-b-5238,Intelligence,Alcohol,MR Egger,99,0.006561012,0.165045803,0.968372011,Network
ukb-b-5779,ukb-b-5238,Intelligence,Alcohol,Weighted median,99,-0.29975988,0.076425489,8.77E-05,Network
ukb-b-5779,ukb-b-5238,Intelligence,Alcohol,Inverse variance weighted,99,-0.485908143,0.077235208,3.15E-10,Network
ukb-b-5779,ukb-b-5238,Intelligence,Alcohol,Simple mode,99,-0.905698958,0.333125197,0.007750244,Network
ukb-b-5779,ukb-b-5238,Intelligence,Alcohol,Weighted mode,99,0.138806055,0.088423112,0.119686367,Network
ukb-b-5779,ieu-a-1018,Wellbeing,Alcohol,MR Egger intercept,65,0.001177975,0.004648492,0.80077648,Network
ukb-b-5779,ieu-a-1018,Wellbeing,Alcohol,MR Egger,65,0.002348829,0.108249437,0.982757194,Network
ukb-b-5779,ieu-a-1018,Wellbeing,Alcohol,Weighted median,65,-0.001051409,0.033038196,0.974612368,Network
ukb-b-5779,ieu-a-1018,Wellbeing,Alcohol,Inverse variance weighted,65,-0.018442897,0.028916743,0.523608416,Network
ukb-b-5779,ieu-a-1018,Wellbeing,Alcohol,Simple mode,65,-0.005324217,0.089651856,0.952828368,Network
ukb-b-5779,ieu-a-1018,Wellbeing,Alcohol,Weighted mode,65,0.057410803,0.084617364,0.499916289,Network
ukb-b-5779,ukb-b-4424,Sleep duration,Alcohol,MR Egger intercept,99,0.004509958,0.003526786,0.204028166,Network
ukb-b-5779,ukb-b-4424,Sleep duration,Alcohol,MR Egger,99,-0.019063246,0.036820775,0.605824941,Network
ukb-b-5779,ukb-b-4424,Sleep duration,Alcohol,Weighted median,99,-0.025382128,0.015091934,0.092601033,Network
ukb-b-5779,ukb-b-4424,Sleep duration,Alcohol,Inverse variance weighted,99,-0.037300855,0.016166357,0.021037342,Network
ukb-b-5779,ukb-b-4424,Sleep duration,Alcohol,Simple mode,99,0.001175079,0.031833487,0.970629233,Network
ukb-b-5779,ukb-b-4424,Sleep duration,Alcohol,Weighted mode,99,-0.019062557,0.014401051,0.188684872,Network
ukb-b-5779,ukb-b-8476,Loneliness,Alcohol,MR Egger intercept,99,0.001663285,0.003773014,0.660311906,Network
ukb-b-5779,ukb-b-8476,Loneliness,Alcohol,MR Egger,99,-0.002232609,0.012683003,0.860636101,Network
ukb-b-5779,ukb-b-8476,Loneliness,Alcohol,Weighted median,99,0.017001616,0.006554517,0.009490021,Network
ukb-b-5779,ukb-b-8476,Loneliness,Alcohol,Inverse variance weighted,99,0.026303005,0.005734891,4.51E-06,Network
ukb-b-5779,ukb-b-8476,Loneliness,Alcohol,Simple mode,99,0.021450539,0.020908351,0.307449488,Network
ukb-b-5779,ukb-b-8476,Loneliness,Alcohol,Weighted mode,99,0.003874873,0.008403617,0.645751532,Network
ukb-b-5779,ukb-b-3957,Sleeplessness,Alcohol,MR Egger intercept,99,0.004616808,0.00398907,0.249965554,Network
ukb-b-5779,ukb-b-3957,Sleeplessness,Alcohol,MR Egger,99,-0.039133319,0.027446301,0.15713233,Network
ukb-b-5779,ukb-b-3957,Sleeplessness,Alcohol,Weighted median,99,-0.011010946,0.011909446,0.355197088,Network
ukb-b-5779,ukb-b-3957,Sleeplessness,Alcohol,Inverse variance weighted,99,0.008435577,0.012257503,0.491328722,Network
ukb-b-5779,ukb-b-3957,Sleeplessness,Alcohol,Simple mode,99,0.0203338,0.038465443,0.598260706,Network
ukb-b-5779,ukb-b-3957,Sleeplessness,Alcohol,Weighted mode,99,-0.019742879,0.014981125,0.190626128,Network
ukb-b-5779,ukb-b-4956,Eveningness,Alcohol,MR Egger intercept,99,0.001462719,0.003537489,0.68015981,Network
ukb-b-5779,ukb-b-4956,Eveningness,Alcohol,MR Egger,99,-0.032304861,0.048311246,0.505286581,Network
ukb-b-5779,ukb-b-4956,Eveningness,Alcohol,Weighted median,99,-0.019710064,0.018046705,0.274758517,Network
ukb-b-5779,ukb-b-4956,Eveningness,Alcohol,Inverse variance weighted,99,-0.087828748,0.021344382,3.87E-05,Network
ukb-b-5779,ukb-b-4956,Eveningness,Alcohol,Simple mode,99,-0.102619174,0.05076876,0.045975178,Network
ukb-b-5779,ukb-b-4956,Eveningness,Alcohol,Weighted mode,99,-0.022158998,0.022114532,0.318806134,Network
ukb-b-5779,ukb-d-SLEEP,ICD10 Insomni,Alcohol,MR Egger intercept,99,-0.003249883,0.003648513,0.375271812,Network
ukb-b-5779,ukb-d-SLEEP,ICD10 Insomni,Alcohol,MR Egger,99,-0.001122277,0.002844002,0.693995693,Network
ukb-b-5779,ukb-d-SLEEP,ICD10 Insomni,Alcohol,Weighted median,99,-3.44E-05,0.001749509,0.984291593,Network
ukb-b-5779,ukb-d-SLEEP,ICD10 Insomni,Alcohol,Inverse variance weighted,99,0.002797641,0.001192126,0.018937133,Network
ukb-b-5779,ukb-d-SLEEP,ICD10 Insomni,Alcohol,Simple mode,99,0.002976024,0.004117822,0.471574346,Network
ukb-b-5779,ukb-d-SLEEP,ICD10 Insomni,Alcohol,Weighted mode,99,0.000220689,0.002187135,0.919833299,Network
ukb-b-5779,ukb-b-4062,Happiness,Alcohol,MR Egger intercept,99,-0.002560466,0.004251565,0.548419091,Network
ukb-b-5779,ukb-b-4062,Happiness,Alcohol,MR Egger,99,-0.040280095,0.036319776,0.270154896,Network
ukb-b-5779,ukb-b-4062,Happiness,Alcohol,Weighted median,99,-0.034633995,0.022631575,0.125932688,Network
ukb-b-5779,ukb-b-4062,Happiness,Alcohol,Inverse variance weighted,99,-0.005264695,0.016206171,0.745288992,Network
ukb-b-5779,ukb-b-4062,Happiness,Alcohol,Simple mode,99,0.004365403,0.056275383,0.938326553,Network
ukb-b-5779,ukb-b-4062,Happiness,Alcohol,Weighted mode,99,-0.029483369,0.028616506,0.305408843,Network
ukb-b-5779,ukb-b-4710,Exercise,Alcohol,MR Egger intercept,99,-0.001178423,0.003995329,0.768662307,Network
ukb-b-5779,ukb-b-4710,Exercise,Alcohol,MR Egger,99,-0.035459599,0.087813862,0.687245613,Network
ukb-b-5779,ukb-b-4710,Exercise,Alcohol,Weighted median,99,-0.021805671,0.041059361,0.595365619,Network
ukb-b-5779,ukb-b-4710,Exercise,Alcohol,Inverse variance weighted,99,0.036417663,0.038651955,0.346093016,Network
ukb-b-5779,ukb-b-4710,Exercise,Alcohol,Simple mode,99,-0.059444767,0.10546622,0.574288039,Network
ukb-b-5779,ukb-b-4710,Exercise,Alcohol,Weighted mode,99,-0.047431785,0.047439582,0.31985243,Network
ukb-b-5779,ukb-b-5076,Not socialising,Alcohol,MR Egger intercept,99,0.004667647,0.002866361,0.106679118,Network
ukb-b-5779,ukb-b-5076,Not socialising,Alcohol,MR Egger,99,0.046819715,0.014683808,0.001925595,Network
ukb-b-5779,ukb-b-5076,Not socialising,Alcohol,Weighted median,99,0.060715113,0.007484878,4.99E-16,Network
ukb-b-5779,ukb-b-5076,Not socialising,Alcohol,Inverse variance weighted,99,0.074042036,0.006573918,2.00E-29,Network
ukb-b-5779,ukb-b-5076,Not socialising,Alcohol,Simple mode,99,0.084237254,0.023580842,0.000550708,Network
ukb-b-5779,ukb-b-5076,Not socialising,Alcohol,Weighted mode,99,0.047802674,0.008842655,4.54E-07,Network
ukb-b-5779,ieu-a-118,Neuroticism,Alcohol,MR Egger intercept,88,0.000632228,0.004243236,0.881905042,Network
ukb-b-5779,ieu-a-118,Neuroticism,Alcohol,MR Egger,88,-0.066688049,0.077871514,0.394164421,Network
ukb-b-5779,ieu-a-118,Neuroticism,Alcohol,Weighted median,88,0.011963249,0.047365725,0.800599087,Network
ukb-b-5779,ieu-a-118,Neuroticism,Alcohol,Inverse variance weighted,88,-0.025778123,0.031883169,0.418792328,Network
ukb-b-5779,ieu-a-118,Neuroticism,Alcohol,Simple mode,88,-0.014601516,0.113205084,0.897668926,Network
ukb-b-5779,ieu-a-118,Neuroticism,Alcohol,Weighted mode,88,-0.014601516,0.06179262,0.81375633,Network
ukb-b-5779,ukb-b-5237,Coffee intake,Alcohol,MR Egger intercept,99,-0.008110302,0.003362864,0.017758668,Network
ukb-b-5779,ukb-b-5237,Coffee intake,Alcohol,MR Egger,99,-0.015572363,0.041785998,0.710207558,Network
ukb-b-5779,ukb-b-5237,Coffee intake,Alcohol,Weighted median,99,-0.052135417,0.013810847,0.000160032,Network
ukb-b-5779,ukb-b-5237,Coffee intake,Alcohol,Inverse variance weighted,99,-0.063118745,0.018471385,0.000632898,Network
ukb-b-5779,ukb-b-5237,Coffee intake,Alcohol,Simple mode,99,-0.082794269,0.044497711,0.065793182,Network
ukb-b-5779,ukb-b-5237,Coffee intake,Alcohol,Weighted mode,99,-0.020154231,0.01813895,0.269242856,Network
ukb-b-5779,ieu-a-24,Diabetes,Alcohol,MR Egger intercept,22,0.010497343,0.007603312,0.182629262,Network
ukb-b-5779,ieu-a-24,Diabetes,Alcohol,MR Egger,22,-1.780223648,0.953956306,0.076754991,Network
ukb-b-5779,ieu-a-24,Diabetes,Alcohol,Weighted median,22,0.11830988,0.217374641,0.586257637,Network
ukb-b-5779,ieu-a-24,Diabetes,Alcohol,Inverse variance weighted,22,0.231474789,0.342502831,0.499146545,Network
ukb-b-5779,ieu-a-24,Diabetes,Alcohol,Simple mode,22,0.4317015,0.343801058,0.223026868,Network
ukb-b-5779,ieu-a-24,Diabetes,Alcohol,Weighted mode,22,0.411552022,0.737262184,0.582599713,Network
ukb-b-5779,ieu-a-7,CHD,Alcohol,MR Egger intercept,93,0.006745508,0.003684663,0.070418528,Network
ukb-b-5779,ieu-a-7,CHD,Alcohol,MR Egger,93,-0.131926874,0.14073279,0.351019711,Network
ukb-b-5779,ieu-a-7,CHD,Alcohol,Weighted median,93,-0.122187159,0.064667594,0.05882954,Network
ukb-b-5779,ieu-a-7,CHD,Alcohol,Inverse variance weighted,93,0.076435165,0.081514374,0.348404048,Network
ukb-b-5779,ieu-a-7,CHD,Alcohol,Simple mode,93,0.129585178,0.206294388,0.531457642,Network
ukb-b-5779,ieu-a-7,CHD,Alcohol,Weighted mode,93,-0.098492931,0.062024524,0.115724706,Network
ieu-a-961,ukb-b-6519,Worry,Smoking,Wald ratio,1,0.000833828,0.001032115,0.419158137,Network
ieu-a-961,ukb-b-5779,Alcohol,Smoking,Wald ratio,1,0.002994968,0.003046888,0.325627273,Network
ieu-a-961,ieu-a-1239,Education,Smoking,Wald ratio,1,0.000713239,0.001709819,0.676573919,Network
ieu-a-961,ukb-b-19953,BMI,Smoking,Wald ratio,1,-0.004691275,0.00199235,0.018540444,Network
ieu-a-961,ukb-b-5238,Intelligence,Smoking,Wald ratio,1,-0.002347347,0.007625852,0.75822355,Network
ieu-a-961,ieu-a-1018,Wellbeing,Smoking,Wald ratio,1,0.001603547,0.003207103,0.61707615,Network
ieu-a-961,ukb-b-4424,Sleep duration,Smoking,Wald ratio,1,0.000576087,0.001608793,0.720278686,Network
ieu-a-961,ukb-b-8476,Loneliness,Smoking,Wald ratio,1,0.000460304,0.000808191,0.568983833,Network
ieu-a-961,ukb-b-3957,Sleeplessness,Smoking,Wald ratio,1,-0.000920452,0.001493766,0.537765418,Network
ieu-a-961,ukb-b-4956,Eveningness,Smoking,Wald ratio,1,0.004495203,0.002048149,0.028180527,Network
ieu-a-961,ukb-d-SLEEP,ICD10 Insomni,Smoking,Wald ratio,1,0.000168616,0.000212776,0.428094564,Network
ieu-a-961,ukb-b-4062,Happiness,Smoking,Wald ratio,1,0.003686781,0.002556063,0.149198823,Network
ieu-a-961,ukb-b-4710,Exercise,Smoking,Wald ratio,1,-0.00263829,0.005002355,0.597909136,Network
ieu-a-961,ukb-b-5076,Not socialising,Smoking,Wald ratio,1,0.000104834,0.000962167,0.913236964,Network
ieu-a-961,ieu-a-118,Neuroticism,Smoking,Wald ratio,1,0.001465559,0.00566683,0.795927918,Network
ieu-a-961,ukb-b-5237,Coffee intake,Smoking,Wald ratio,1,-0.001116961,0.001623283,0.491397384,Network
ieu-a-961,ieu-a-24,Diabetes,Smoking,Wald ratio,1,-0.030828139,0.012047386,0.01050019,Network
ieu-a-961,ieu-a-7,CHD,Smoking,Wald ratio,1,-0.016344895,0.009443771,0.083494707,Network
ieu-a-1239,ieu-a-1187,Depression,Education,MR Egger intercept,5,0.048878559,0.01933781,0.085602817,Network
ieu-a-1239,ieu-a-1187,Depression,Education,MR Egger,5,3.023037866,4.458262769,0.546340538,Network
ieu-a-1239,ieu-a-1187,Depression,Education,Weighted median,5,-0.503647645,0.244239144,0.039197396,Network
ieu-a-1239,ieu-a-1187,Depression,Education,Inverse variance weighted,5,-0.469608624,0.672800299,0.485182757,Network
ieu-a-1239,ieu-a-1187,Depression,Education,Simple mode,5,-1.734521017,0.308626876,0.004927701,Network
ieu-a-1239,ieu-a-1187,Depression,Education,Weighted mode,5,0.914350073,0.556677239,0.175828211,Network
ieu-a-1239,ukb-b-6519,Worry,Education,MR Egger intercept,309,-0.001494301,0.001233771,0.226763457,Network
ieu-a-1239,ukb-b-6519,Worry,Education,MR Egger,309,-0.023450495,0.035081177,0.5043399,Network
ieu-a-1239,ukb-b-6519,Worry,Education,Weighted median,309,-0.040788982,0.008899592,4.58E-06,Network
ieu-a-1239,ukb-b-6519,Worry,Education,Inverse variance weighted,309,-0.029571327,0.008893688,0.000884252,Network
ieu-a-1239,ukb-b-6519,Worry,Education,Simple mode,309,-0.086055278,0.034436531,0.012976641,Network
ieu-a-1239,ukb-b-6519,Worry,Education,Weighted mode,309,-0.086055278,0.02981802,0.004177151,Network
ieu-a-1239,ukb-b-5779,Alcohol,Education,MR Egger intercept,309,-0.005627468,0.000828309,5.67E-11,Network
ieu-a-1239,ukb-b-5779,Alcohol,Education,MR Egger,309,-0.409616525,0.110370131,0.000244765,Network
ieu-a-1239,ukb-b-5779,Alcohol,Education,Weighted median,309,-0.42650318,0.027424031,1.54E-54,Network
ieu-a-1239,ukb-b-5779,Alcohol,Education,Inverse variance weighted,309,-0.494513151,0.028006324,8.96E-70,Network
ieu-a-1239,ukb-b-5779,Alcohol,Education,Simple mode,309,-0.611755508,0.107656214,3.08E-08,Network
ieu-a-1239,ukb-b-5779,Alcohol,Education,Weighted mode,309,-0.239955367,0.07940999,0.002724208,Network
ieu-a-1239,ieu-a-961,Smoking,Education,MR Egger intercept,243,-0.002004359,0.009547483,0.833895075,Network
ieu-a-1239,ieu-a-961,Smoking,Education,MR Egger,243,-2.535974351,1.932984801,0.190786176,Network
ieu-a-1239,ieu-a-961,Smoking,Education,Weighted median,243,-1.884219689,0.671426852,0.005011528,Network
ieu-a-1239,ieu-a-961,Smoking,Education,Inverse variance weighted,243,-2.180782311,0.461081887,2.25E-06,Network
ieu-a-1239,ieu-a-961,Smoking,Education,Simple mode,243,-1.549772984,2.025109133,0.444851258,Network
ieu-a-1239,ieu-a-961,Smoking,Education,Weighted mode,243,-1.683896889,1.613613417,0.297731914,Network
ieu-a-1239,ukb-b-19953,BMI,Education,MR Egger intercept,309,-0.003087598,0.000968546,0.001581024,Network
ieu-a-1239,ukb-b-19953,BMI,Education,MR Egger,309,-0.312426566,0.102131642,0.002416079,Network
ieu-a-1239,ukb-b-19953,BMI,Education,Weighted median,309,-0.276311981,0.020249099,2.14E-42,Network
ieu-a-1239,ukb-b-19953,BMI,Education,Inverse variance weighted,309,-0.34611712,0.025898114,9.74E-41,Network
ieu-a-1239,ukb-b-19953,BMI,Education,Simple mode,309,-0.423111402,0.097124762,1.80E-05,Network
ieu-a-1239,ukb-b-19953,BMI,Education,Weighted mode,309,-0.200563648,0.077857626,0.010459992,Network
ieu-a-1239,ukb-b-5238,Intelligence,Education,MR Egger intercept,309,0.005190381,0.000918333,3.62E-08,Network
ieu-a-1239,ukb-b-5238,Intelligence,Education,MR Egger,309,1.899438784,0.229776369,4.21E-15,Network
ieu-a-1239,ukb-b-5238,Intelligence,Education,Weighted median,309,1.665379811,0.066852541,5.62E-137,Network
ieu-a-1239,ukb-b-5238,Intelligence,Education,Inverse variance weighted,309,1.690847752,0.058317941,7.92E-185,Network
ieu-a-1239,ukb-b-5238,Intelligence,Education,Simple mode,309,1.885579901,0.257151978,2.01E-12,Network
ieu-a-1239,ukb-b-5238,Intelligence,Education,Weighted mode,309,1.94145201,0.263463177,1.59E-12,Network
ieu-a-1239,ieu-a-1018,Wellbeing,Education,MR Egger intercept,243,0.001467563,0.001334158,0.272433083,Network
ieu-a-1239,ieu-a-1018,Wellbeing,Education,MR Egger,243,-0.011439989,0.086822144,0.895281293,Network
ieu-a-1239,ieu-a-1018,Wellbeing,Education,Weighted median,243,0.053536395,0.026546162,0.043723878,Network
ieu-a-1239,ieu-a-1018,Wellbeing,Education,Inverse variance weighted,243,0.072577737,0.020736274,0.000465193,Network
ieu-a-1239,ieu-a-1018,Wellbeing,Education,Simple mode,243,0.053760765,0.07995411,0.501973577,Network
ieu-a-1239,ieu-a-1018,Wellbeing,Education,Weighted mode,243,0.031775519,0.062828359,0.613491666,Network
ieu-a-1239,ukb-b-4424,Sleep duration,Education,MR Egger intercept,309,0.001116045,0.001145181,0.33054687,Network
ieu-a-1239,ukb-b-4424,Sleep duration,Education,MR Egger,309,0.029241435,0.055372934,0.597824105,Network
ieu-a-1239,ukb-b-4424,Sleep duration,Education,Weighted median,309,0.040490129,0.01354076,0.002787579,Network
ieu-a-1239,ukb-b-4424,Sleep duration,Education,Inverse variance weighted,309,0.04540235,0.014038293,0.001219931,Network
ieu-a-1239,ukb-b-4424,Sleep duration,Education,Simple mode,309,0.028962393,0.0446774,0.517302365,Network
ieu-a-1239,ukb-b-4424,Sleep duration,Education,Weighted mode,309,0.045319868,0.030346537,0.136353179,Network
ieu-a-1239,ukb-b-8476,Loneliness,Education,MR Egger intercept,309,-0.00270065,0.001032874,0.009371467,Network
ieu-a-1239,ukb-b-8476,Loneliness,Education,MR Egger,309,-0.030295064,0.022853676,0.185954452,Network
ieu-a-1239,ukb-b-8476,Loneliness,Education,Weighted median,309,-0.048687032,0.006361531,1.96E-14,Network
ieu-a-1239,ukb-b-8476,Loneliness,Education,Inverse variance weighted,309,-0.057395909,0.005807104,4.90E-23,Network
ieu-a-1239,ukb-b-8476,Loneliness,Education,Simple mode,309,-0.037987818,0.020944093,0.070685832,Network
ieu-a-1239,ukb-b-8476,Loneliness,Education,Weighted mode,309,-0.042165162,0.017925397,0.019288999,Network
ieu-a-1239,ukb-b-3957,Sleeplessness,Education,MR Egger intercept,309,-0.001425465,0.0011443,0.213820909,Network
ieu-a-1239,ukb-b-3957,Sleeplessness,Education,MR Egger,309,-0.064530577,0.045633613,0.1583453,Network
ieu-a-1239,ukb-b-3957,Sleeplessness,Education,Weighted median,309,-0.125498132,0.0116527,4.78E-27,Network
ieu-a-1239,ukb-b-3957,Sleeplessness,Education,Inverse variance weighted,309,-0.107349581,0.011585204,1.93E-20,Network
ieu-a-1239,ukb-b-3957,Sleeplessness,Education,Simple mode,309,-0.139907667,0.040805399,0.000689169,Network
ieu-a-1239,ukb-b-3957,Sleeplessness,Education,Weighted mode,309,-0.139907667,0.035913833,0.000120164,Network
ieu-a-1239,ukb-b-4956,Eveningness,Education,MR Egger intercept,309,-0.000191547,0.001204991,0.873803967,Network
ieu-a-1239,ukb-b-4956,Eveningness,Education,MR Egger,309,0.115921322,0.079507935,0.145867077,Network
ieu-a-1239,ukb-b-4956,Eveningness,Education,Weighted median,309,0.09293552,0.017586054,1.26E-07,Network
ieu-a-1239,ukb-b-4956,Eveningness,Education,Inverse variance weighted,309,0.102033765,0.020155739,4.14E-07,Network
ieu-a-1239,ukb-b-4956,Eveningness,Education,Simple mode,309,0.13168298,0.090064618,0.144734881,Network
ieu-a-1239,ukb-b-4956,Eveningness,Education,Weighted mode,309,0.138514212,0.098007837,0.158578144,Network
ieu-a-1239,ukb-d-SLEEP,ICD10 Insomni,Education,MR Egger intercept,307,0.000337943,0.001271334,0.7905594,Network
ieu-a-1239,ukb-d-SLEEP,ICD10 Insomni,Education,MR Egger,307,-0.003173024,0.004296315,0.460750966,Network
ieu-a-1239,ukb-d-SLEEP,ICD10 Insomni,Education,Weighted median,307,-0.002678073,0.00153489,0.081020079,Network
ieu-a-1239,ukb-d-SLEEP,ICD10 Insomni,Education,Inverse variance weighted,307,-0.002762384,0.001089559,0.011234362,Network
ieu-a-1239,ukb-d-SLEEP,ICD10 Insomni,Education,Simple mode,307,-0.00391752,0.005408476,0.46941672,Network
ieu-a-1239,ukb-d-SLEEP,ICD10 Insomni,Education,Weighted mode,307,-0.004511174,0.00520207,0.386518329,Network
ieu-a-1239,ukb-b-4062,Happiness,Education,MR Egger intercept,309,-2.34E-05,0.001260539,0.985232687,Network
ieu-a-1239,ukb-b-4062,Happiness,Education,MR Egger,309,0.001876059,0.060044411,0.975094836,Network
ieu-a-1239,ukb-b-4062,Happiness,Education,Weighted median,309,0.024578202,0.019214529,0.20084539,Network
ieu-a-1239,ukb-b-4062,Happiness,Education,Inverse variance weighted,309,0.019997537,0.015218926,0.188849098,Network
ieu-a-1239,ukb-b-4062,Happiness,Education,Simple mode,309,0.019707127,0.068104388,0.772495623,Network
ieu-a-1239,ukb-b-4062,Happiness,Education,Weighted mode,309,0.0359336,0.0550372,0.51430998,Network
ieu-a-1239,ukb-b-4710,Exercise,Education,MR Egger intercept,309,-0.002540114,0.001164161,0.029872896,Network
